,price,minimum_nights,availability_365,number_of_reviews,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
42743,80,2,1,0,0,1,0,0,0,0,0,1,0
42744,275,3,55,0,0,1,0,0,0,1,0,0,0
42745,135,3,147,6,0,1,0,0,0,1,0,0,0
42746,70,2,341,10,0,0,0,1,0,0,0,1,0
42747,62,2,336,6,0,0,0,1,0,0,0,1,0
42748,54,4,0,6,0,1,0,0,0,0,0,1,0
42749,120,4,0,6,0,1,0,0,0,1,0,0,0
42750,85,4,0,2,0,0,1,0,0,0,0,1,0
42751,190,7,339,0,0,1,0,0,0,0,0,1,0
42752,200,6,159,5,0,0,1,0,0,1,0,0,0
42753,85,30,365,3,0,0,1,0,0,0,0,1,0
42754,40,1,180,5,0,1,0,0,0,0,0,1,0
42755,175,1,0,10,0,1,0,0,0,1,0,0,0
42756,70,2,57,3,0,1,0,0,0,0,0,1,0
42757,50,4,0,1,0,1,0,0,0,0,0,1,0
42758,69,3,331,0,0,0,0,1,0,0,0,1,0
42759,45,2,0,27,0,1,0,0,0,0,0,1,0
42760,100,7,0,0,0,0,1,0,0,1,0,0,0
42761,46,1,23,15,0,1,0,0,0,0,0,1,0
42762,90,5,0,1,0,0,1,0,0,0,0,1,0
42763,75,2,0,11,0,1,0,0,0,0,0,1,0
42764,84,1,170,21,0,0,0,1,0,1,0,0,0
42765,65,14,308,3,0,0,0,1,0,0,0,1,0
42766,79,1,159,14,0,0,0,1,0,1,0,0,0
42767,58,2,352,3,1,0,0,0,0,0,0,1,0
42768,35,30,89,0,0,1,0,0,0,0,0,1,0
42769,299,30,365,0,0,0,1,0,0,1,0,0,0
42770,195,2,70,4,0,0,1,0,0,1,0,0,0
42771,299,14,109,2,0,0,1,0,0,0,0,1,0
42772,70,2,13,14,0,1,0,0,0,0,0,1,0
42773,45,1,0,10,0,1,0,0,0,0,0,1,0
42774,150,2,365,0,0,1,0,0,0,0,0,1,0
42775,165,1,173,3,0,1,0,0,0,1,0,0,0
42776,65,2,51,13,1,0,0,0,0,0,0,1,0
42777,45,2,64,7,1,0,0,0,0,0,0,1,0
42778,108,2,49,6,0,0,1,0,0,0,0,1,0
42779,60,2,145,21,0,0,0,1,0,0,0,1,0
42780,129,1,305,17,0,0,1,0,0,0,1,0,0
42781,500,30,122,0,0,0,1,0,0,1,0,0,0
42782,549,4,265,16,0,0,1,0,0,1,0,0,0
42783,110,5,41,1,0,0,0,1,0,1,0,0,0
42784,85,2,161,15,0,0,0,1,0,1,0,0,0
42785,55,1,160,10,0,1,0,0,0,0,0,1,0
42786,223,30,279,0,0,0,1,0,0,1,0,0,0
42787,199,2,28,5,0,1,0,0,0,1,0,0,0
42788,279,3,3,2,0,0,1,0,0,1,0,0,0
42789,1709,1,318,8,0,1,0,0,0,1,0,0,0
42790,105,1,121,22,0,0,1,0,0,0,0,1,0
42791,399,3,155,17,0,1,0,0,0,1,0,0,0
42792,200,2,227,0,1,0,0,0,0,1,0,0,0
42793,40,1,87,0,0,1,0,0,0,0,0,0,1
42794,299,1,14,9,0,0,1,0,0,1,0,0,0
42795,258,4,13,1,0,0,1,0,0,1,0,0,0
42796,60,2,172,12,0,0,0,1,0,0,0,1,0
42797,51,2,0,16,0,0,0,1,0,0,0,1,0
42798,70,3,0,1,0,0,1,0,0,0,0,1,0
42799,74,3,11,9,0,1,0,0,0,1,0,0,0
42800,70,2,0,11,0,1,0,0,0,0,0,1,0
42801,45,4,60,4,0,1,0,0,0,0,0,1,0
42802,60,1,89,19,0,0,0,1,0,0,0,1,0
42803,80,1,93,10,0,0,0,1,0,0,0,1,0
42804,170,4,3,4,0,0,1,0,0,1,0,0,0
42805,110,7,256,2,0,1,0,0,0,1,0,0,0
42806,79,1,0,15,0,0,1,0,0,0,0,1,0
42807,115,5,22,4,0,0,1,0,0,1,0,0,0
42808,52,3,0,10,0,0,1,0,0,0,0,1,0
42809,170,30,48,16,0,0,1,0,0,1,0,0,0
42810,119,31,357,0,0,0,1,0,0,1,0,0,0
42811,249,3,326,9,0,0,1,0,0,1,0,0,0
42812,29,2,81,2,0,1,0,0,0,0,0,1,0
42813,34,4,362,3,0,1,0,0,0,0,0,0,1
42814,88,1,306,22,0,0,0,0,1,1,0,0,0
42815,215,7,0,4,0,1,0,0,0,1,0,0,0
42816,250,2,2,9,0,1,0,0,0,1,0,0,0
42817,90,2,148,15,0,1,0,0,0,1,0,0,0
42818,200,2,3,2,0,1,0,0,0,1,0,0,0
42819,97,2,0,6,0,1,0,0,0,1,0,0,0
42820,45,4,154,16,0,0,0,1,0,0,0,1,0
42821,120,30,341,27,0,1,0,0,0,1,0,0,0
42822,80,1,76,27,0,1,0,0,0,0,0,1,0
42823,85,2,148,7,0,0,1,0,0,0,0,1,0
42824,54,14,17,0,0,0,1,0,0,0,0,1,0
42825,400,30,365,0,0,0,1,0,0,1,0,0,0
42826,95,25,167,3,0,0,1,0,0,0,0,1,0
42827,200,3,59,7,0,1,0,0,0,1,0,0,0
42828,100,1,0,16,0,1,0,0,0,0,0,1,0
42829,75,1,177,1,0,1,0,0,0,0,0,1,0
42830,85,1,0,1,0,1,0,0,0,0,0,1,0
42831,110,1,160,28,0,1,0,0,0,1,0,0,0
42832,250,1,1,4,0,0,1,0,0,1,0,0,0
42833,280,1,68,9,0,0,1,0,0,1,0,0,0
42834,85,1,361,13,0,0,0,1,0,0,0,1,0
42835,150,3,270,20,0,1,0,0,0,1,0,0,0
42836,389,6,79,0,0,0,1,0,0,1,0,0,0
42837,125,4,113,3,0,1,0,0,0,1,0,0,0
42838,99,3,0,19,0,0,1,0,0,0,0,1,0
42839,899,1,176,1,0,0,1,0,0,1,0,0,0
42840,500,5,0,0,0,1,0,0,0,1,0,0,0
42841,100,30,90,0,0,0,1,0,0,0,0,1,0
42842,150,2,24,2,0,1,0,0,0,1,0,0,0
42843,60,2,0,3,0,1,0,0,0,0,0,1,0
42844,79,1,97,36,0,0,1,0,0,1,0,0,0
42845,71,1,84,4,0,0,1,0,0,0,0,1,0
42846,85,30,64,0,0,1,0,0,0,0,0,1,0
42847,150,2,58,7,0,1,0,0,0,1,0,0,0
42848,600,5,0,0,0,1,0,0,0,1,0,0,0
42849,60,2,17,7,0,1,0,0,0,0,0,1,0
42850,125,1,176,36,0,0,0,1,0,1,0,0,0
42851,42,1,5,11,0,1,0,0,0,0,0,1,0
42852,65,2,12,4,0,0,1,0,0,0,0,1,0
42853,44,2,131,6,1,0,0,0,0,0,0,1,0
42854,426,1,227,0,0,0,1,0,0,0,1,0,0
42855,251,1,353,0,0,0,1,0,0,0,1,0,0
42856,269,1,286,0,0,0,1,0,0,0,1,0,0
42857,400,5,20,2,0,0,1,0,0,1,0,0,0
42858,55,1,340,22,0,0,0,1,0,0,0,1,0
42859,150,1,61,20,0,0,1,0,0,0,0,1,0
42860,75,3,303,0,0,1,0,0,0,0,0,1,0
42861,10000,1,357,0,0,0,1,0,0,0,0,1,0
42862,115,1,348,4,0,0,1,0,0,0,0,1,0
42863,150,2,133,24,0,1,0,0,0,1,0,0,0
42864,335,3,24,2,0,0,1,0,0,1,0,0,0
42865,125,30,326,0,0,0,1,0,0,1,0,0,0
42866,115,2,0,0,0,1,0,0,0,1,0,0,0
42867,225,6,1,3,0,1,0,0,0,1,0,0,0
42868,80,1,0,33,0,0,0,1,0,1,0,0,0
42869,70,1,20,4,0,0,1,0,0,0,0,1,0
42870,100,2,0,1,0,0,1,0,0,0,0,1,0
42871,90,1,147,1,0,1,0,0,0,0,0,1,0
42872,50,1,0,5,0,1,0,0,0,0,0,1,0
42873,75,1,266,42,0,1,0,0,0,1,0,0,0
42874,35,7,28,7,0,1,0,0,0,0,0,1,0
42875,80,3,280,24,0,0,1,0,0,0,0,1,0
42876,59,3,228,0,0,0,0,1,0,0,0,0,1
42877,299,1,361,2,0,0,1,0,0,0,0,1,0
42878,299,1,354,0,0,0,1,0,0,0,0,1,0
42879,359,1,358,1,0,0,1,0,0,0,0,1,0
42880,259,1,341,1,0,0,1,0,0,0,0,1,0
42881,220,30,162,3,0,1,0,0,0,1,0,0,0
42882,65,1,362,5,0,0,1,0,0,0,0,0,1
42883,65,1,351,10,0,0,1,0,0,0,0,0,1
42884,200,4,9,4,0,0,1,0,0,1,0,0,0
42885,195,30,269,0,0,1,0,0,0,1,0,0,0
42886,130,1,18,1,0,1,0,0,0,0,0,1,0
42887,121,2,345,10,0,1,0,0,0,1,0,0,0
42888,75,1,362,5,0,0,1,0,0,0,1,0,0
42889,155,2,0,1,0,1,0,0,0,1,0,0,0
42890,109,1,296,0,0,0,1,0,0,0,0,1,0
42891,70,1,0,57,0,0,0,1,0,1,0,0,0
42892,129,3,3,0,0,1,0,0,0,1,0,0,0
42893,119,1,336,1,0,0,1,0,0,0,0,1,0
42894,129,1,0,0,0,0,1,0,0,0,0,1,0
42895,129,1,224,1,0,0,1,0,0,0,0,1,0
42896,139,1,218,0,0,0,1,0,0,0,0,1,0
42897,129,1,279,0,0,0,1,0,0,0,0,1,0
42898,139,1,273,1,0,0,1,0,0,0,0,1,0
42899,149,1,259,0,0,0,1,0,0,0,0,1,0
42900,159,1,227,0,0,0,1,0,0,0,0,1,0
42901,139,1,326,0,0,0,1,0,0,0,0,1,0
42902,149,1,343,0,0,0,1,0,0,0,0,1,0
42903,149,1,0,0,0,0,1,0,0,0,0,1,0
42904,55,2,289,4,0,0,1,0,0,0,0,0,1
42905,159,1,275,0,0,0,1,0,0,0,0,1,0
42906,189,1,344,0,0,0,1,0,0,0,0,1,0
42907,209,1,273,0,0,0,1,0,0,0,0,1,0
42908,150,2,357,12,0,0,0,1,0,1,0,0,0
42909,85,2,158,13,0,0,1,0,0,0,0,1,0
42910,51,2,357,5,0,0,1,0,0,0,0,1,0
42911,195,3,171,21,0,0,1,0,0,1,0,0,0
42912,195,10,2,9,0,0,1,0,0,1,0,0,0
42913,150,3,0,5,0,1,0,0,0,0,0,1,0
42914,79,1,166,21,0,0,0,1,0,1,0,0,0
42915,130,2,0,2,0,0,1,0,0,1,0,0,0
42916,230,2,10,8,0,0,1,0,0,1,0,0,0
42917,300,2,247,14,0,0,0,1,0,1,0,0,0
42918,79,1,169,9,0,0,0,1,0,1,0,0,0
42919,35,14,130,0,0,1,0,0,0,0,0,1,0
42920,144,5,87,6,0,1,0,0,0,1,0,0,0
42921,100,2,12,4,0,1,0,0,0,1,0,0,0
42922,179,2,12,28,0,0,0,1,0,0,0,1,0
42923,200,1,0,0,0,0,1,0,0,0,0,1,0
42924,80,1,0,1,1,0,0,0,0,0,0,1,0
42925,210,28,327,4,0,0,1,0,0,1,0,0,0
42926,155,4,32,9,0,1,0,0,0,1,0,0,0
42927,65,1,0,0,0,1,0,0,0,0,0,1,0
42928,51,1,351,25,0,0,0,1,0,0,0,1,0
42929,55,3,0,1,0,1,0,0,0,0,0,1,0
42930,100,2,63,5,0,0,1,0,0,0,0,1,0
42931,79,1,0,4,0,0,1,0,0,0,0,1,0
42932,170,27,157,0,0,0,1,0,0,1,0,0,0
42933,170,2,0,4,0,0,1,0,0,1,0,0,0
42934,90,1,47,24,0,1,0,0,0,0,0,1,0
42935,90,3,60,4,0,1,0,0,0,0,0,1,0
42936,120,3,347,8,0,1,0,0,0,1,0,0,0
42937,60,2,218,19,0,1,0,0,0,1,0,0,0
42938,92,1,55,33,0,0,1,0,0,0,0,1,0
42939,44,3,0,1,0,1,0,0,0,0,0,1,0
42940,260,3,209,5,0,0,1,0,0,1,0,0,0
42941,173,30,308,0,0,0,1,0,0,1,0,0,0
42942,175,3,64,2,0,1,0,0,0,1,0,0,0
42943,62,28,164,0,0,0,1,0,0,0,0,1,0
42944,219,30,1,0,0,0,1,0,0,1,0,0,0
42945,32,1,0,2,0,1,0,0,0,0,0,1,0
42946,299,3,80,7,0,0,1,0,0,1,0,0,0
42947,40,1,295,1,0,1,0,0,0,0,0,1,0
42948,76,1,0,5,0,0,0,1,0,0,0,1,0
42949,80,2,9,3,0,1,0,0,0,0,0,1,0
42950,16,7,73,3,0,1,0,0,0,0,0,0,1
42951,76,1,0,4,0,0,0,1,0,0,0,1,0
42952,187,6,8,1,0,1,0,0,0,1,0,0,0
42953,399,4,13,4,0,0,1,0,0,1,0,0,0
42954,189,1,4,16,0,1,0,0,0,0,0,1,0
42955,145,3,73,15,0,1,0,0,0,1,0,0,0
42956,166,3,0,3,0,1,0,0,0,1,0,0,0
42957,59,1,0,20,0,0,0,1,0,0,0,1,0
42958,275,1,62,2,0,0,1,0,0,1,0,0,0
42959,79,1,0,0,0,0,0,1,0,0,0,1,0
42960,60,2,44,0,0,1,0,0,0,0,0,1,0
42961,80,1,269,7,0,0,1,0,0,0,0,1,0
42962,46,1,0,14,0,0,0,1,0,0,0,1,0
42963,139,1,344,13,0,0,1,0,0,0,1,0,0
42964,46,1,0,78,0,0,0,1,0,0,0,1,0
42965,325,5,168,2,0,1,0,0,0,1,0,0,0
42966,85,1,266,8,0,0,1,0,0,0,0,1,0
42967,129,1,217,14,0,0,1,0,0,0,1,0,0
42968,55,2,179,0,1,0,0,0,0,0,0,1,0
42969,50,1,0,10,0,1,0,0,0,0,0,1,0
42970,250,31,362,6,0,0,1,0,0,1,0,0,0
42971,79,1,0,0,0,0,0,1,0,0,0,1,0
42972,69,1,0,0,0,0,0,1,0,0,0,1,0
42973,52,1,0,5,0,0,0,1,0,0,0,1,0
42974,108,1,360,10,0,0,0,1,0,0,0,1,0
42975,200,1,365,0,0,1,0,0,0,0,0,1,0
42976,90,2,56,23,0,1,0,0,0,1,0,0,0
42977,180,2,347,6,0,1,0,0,0,1,0,0,0
42978,75,2,86,27,0,1,0,0,0,0,0,1,0
42979,40,5,352,9,0,1,0,0,0,0,0,1,0
42980,42,6,5,9,0,1,0,0,0,0,0,1,0
42981,60,2,167,3,0,0,0,1,0,0,0,0,1
42982,399,1,341,0,0,0,1,0,0,0,1,0,0
42983,80,2,323,16,0,0,0,0,1,1,0,0,0
42984,49,2,157,6,0,1,0,0,0,0,0,1,0
42985,33,1,309,1,0,1,0,0,0,0,0,1,0
42986,70,1,29,1,0,1,0,0,0,0,0,1,0
42987,85,1,0,6,0,1,0,0,0,0,0,1,0
42988,159,1,231,41,0,0,1,0,0,1,0,0,0
42989,40,1,365,1,0,1,0,0,0,0,0,1,0
42990,576,4,13,0,0,0,1,0,0,1,0,0,0
42991,119,31,336,1,0,0,1,0,0,1,0,0,0
42992,999,1,0,1,0,0,1,0,0,1,0,0,0
42993,120,3,7,2,0,1,0,0,0,0,0,1,0
42994,160,30,57,0,0,0,1,0,0,1,0,0,0
42995,200,20,0,1,0,0,1,0,0,1,0,0,0
42996,50,3,0,2,0,1,0,0,0,0,0,1,0
42997,125,2,363,6,0,1,0,0,0,1,0,0,0
42998,65,2,336,2,0,1,0,0,0,0,0,1,0
42999,23,5,95,4,0,1,0,0,0,0,0,0,1
43000,92,30,218,1,0,0,1,0,0,0,0,1,0
43001,98,1,323,37,0,0,0,1,0,1,0,0,0
43002,189,5,359,4,0,0,0,1,0,1,0,0,0
43003,80,2,85,6,1,0,0,0,0,0,0,1,0
43004,80,2,0,0,0,0,0,1,0,0,0,1,0
43005,160,4,146,0,0,0,1,0,0,0,0,1,0
43006,95,2,350,15,0,0,0,1,0,0,0,1,0
43007,155,4,363,0,0,1,0,0,0,0,0,1,0
43008,400,2,175,1,0,0,1,0,0,1,0,0,0
43009,89,1,363,4,0,1,0,0,0,0,0,1,0
43010,58,1,339,4,0,1,0,0,0,0,0,1,0
43011,64,1,76,28,0,0,0,1,0,0,0,1,0
43012,58,1,0,5,0,1,0,0,0,0,0,1,0
43013,90,4,165,11,0,1,0,0,0,0,0,1,0
43014,80,1,21,8,0,1,0,0,0,0,0,1,0
43015,39,1,343,10,0,1,0,0,0,0,0,1,0
43016,190,1,60,20,0,0,1,0,0,1,0,0,0
43017,58,1,323,5,0,1,0,0,0,0,0,1,0
43018,68,6,9,4,0,0,1,0,0,0,0,1,0
43019,40,30,280,1,0,1,0,0,0,0,0,1,0
43020,47,1,179,4,0,0,0,1,0,0,0,1,0
43021,130,1,254,39,0,0,1,0,0,1,0,0,0
43022,299,2,166,9,0,0,1,0,0,1,0,0,0
43023,80,1,4,6,0,1,0,0,0,0,0,1,0
43024,90,2,33,21,0,1,0,0,0,0,0,1,0
43025,81,1,75,30,0,0,1,0,0,0,0,1,0
43026,68,1,365,4,0,0,0,1,0,1,0,0,0
43027,150,1,40,16,0,1,0,0,0,1,0,0,0
43028,90,3,78,15,0,1,0,0,0,1,0,0,0
43029,95,2,169,10,0,0,1,0,0,0,0,1,0
43030,45,1,347,26,0,0,0,1,0,0,0,1,0
43031,70,1,360,14,1,0,0,0,0,0,0,1,0
43032,250,2,10,5,0,0,1,0,0,1,0,0,0
43033,90,3,0,1,0,0,1,0,0,1,0,0,0
43034,75,1,0,2,0,0,1,0,0,0,0,1,0
43035,60,2,346,4,0,0,0,1,0,0,0,1,0
43036,90,2,19,9,0,1,0,0,0,0,0,1,0
43037,129,1,346,7,0,0,0,1,0,0,0,1,0
43038,120,2,1,8,0,0,1,0,0,1,0,0,0
43039,70,2,330,2,0,1,0,0,0,0,0,1,0
43040,125,3,5,2,0,0,1,0,0,1,0,0,0
43041,50,1,18,0,0,0,1,0,0,1,0,0,0
43042,100,4,16,2,0,0,1,0,0,0,0,1,0
43043,78,4,0,0,0,1,0,0,0,0,0,1,0
43044,129,4,42,20,0,0,1,0,0,1,0,0,0
43045,55,2,0,15,0,0,0,1,0,0,0,1,0
43046,199,1,365,0,0,1,0,0,0,0,0,0,1
43047,135,1,76,32,0,0,0,1,0,1,0,0,0
43048,159,10,179,1,0,1,0,0,0,1,0,0,0
43049,150,2,131,8,0,1,0,0,0,1,0,0,0
43050,100,1,325,32,0,0,1,0,0,0,0,1,0
43051,399,5,0,1,0,1,0,0,0,1,0,0,0
43052,85,2,354,2,0,0,1,0,0,0,0,1,0
43053,136,2,29,7,0,1,0,0,0,1,0,0,0
43054,200,3,331,0,0,0,1,0,0,1,0,0,0
43055,145,2,26,10,0,0,1,0,0,1,0,0,0
43056,200,2,340,1,0,1,0,0,0,1,0,0,0
43057,260,1,3,7,0,0,1,0,0,1,0,0,0
43058,90,1,17,5,0,0,1,0,0,0,0,1,0
43059,185,180,219,3,0,0,1,0,0,1,0,0,0
43060,165,4,57,14,0,0,1,0,0,1,0,0,0
43061,181,3,0,23,0,0,0,1,0,1,0,0,0
43062,350,3,74,12,0,1,0,0,0,1,0,0,0
43063,100,4,8,4,0,1,0,0,0,1,0,0,0
43064,30,2,72,2,1,0,0,0,0,0,0,1,0
43065,48,2,358,10,1,0,0,0,0,0,0,1,0
43066,25,3,162,2,0,1,0,0,0,0,0,0,1
43067,150,1,0,0,0,1,0,0,0,0,0,1,0
43068,65,4,9,1,0,1,0,0,0,1,0,0,0
43069,68,1,126,16,0,1,0,0,0,0,0,1,0
43070,70,1,344,38,0,0,0,1,0,0,0,1,0
43071,52,1,0,12,0,1,0,0,0,0,0,1,0
43072,190,30,348,0,0,0,1,0,0,1,0,0,0
43073,130,2,144,16,0,1,0,0,0,1,0,0,0
43074,180,1,172,20,0,0,1,0,0,1,0,0,0
43075,169,1,349,23,0,0,1,0,0,1,0,0,0
43076,100,1,218,0,0,0,0,1,0,0,0,1,0
43077,47,30,0,3,0,1,0,0,0,0,0,1,0
43078,70,20,0,0,0,1,0,0,0,0,0,1,0
43079,250,1,339,12,1,0,0,0,0,1,0,0,0
43080,32,20,89,0,0,0,1,0,0,0,0,1,0
43081,53,2,57,24,0,1,0,0,0,0,0,1,0
43082,175,1,248,0,0,0,0,1,0,0,0,1,0
43083,119,1,314,23,0,1,0,0,0,1,0,0,0
43084,795,5,64,0,0,1,0,0,0,1,0,0,0
43085,300,7,22,1,0,0,1,0,0,1,0,0,0
43086,210,2,333,1,0,0,1,0,0,1,0,0,0
43087,50,2,90,4,0,0,0,1,0,0,0,1,0
43088,34,25,89,0,0,0,1,0,0,0,0,1,0
43089,150,1,128,37,0,0,0,1,0,1,0,0,0
43090,111,2,4,13,0,0,1,0,0,1,0,0,0
43091,150,1,0,4,0,0,1,0,0,1,0,0,0
43092,188,1,0,3,0,0,1,0,0,1,0,0,0
43093,275,1,218,7,0,1,0,0,0,1,0,0,0
43094,55,1,115,0,0,0,0,1,0,0,0,1,0
43095,177,30,339,0,0,0,1,0,0,1,0,0,0
43096,157,30,339,0,0,0,1,0,0,1,0,0,0
43097,517,1,364,6,0,1,0,0,0,1,0,0,0
43098,161,30,339,0,0,0,1,0,0,1,0,0,0
43099,75,3,66,0,0,0,1,0,0,0,0,1,0
43100,91,2,13,4,0,0,0,1,0,1,0,0,0
43101,169,30,350,0,0,0,1,0,0,1,0,0,0
43102,140,30,248,0,0,0,1,0,0,1,0,0,0
43103,75,1,354,3,0,1,0,0,0,0,0,1,0
43104,160,4,0,1,0,1,0,0,0,1,0,0,0
43105,80,7,0,4,0,1,0,0,0,1,0,0,0
43106,70,2,359,12,0,1,0,0,0,0,0,1,0
43107,72,2,179,3,0,1,0,0,0,0,0,1,0
43108,65,1,249,1,0,0,0,1,0,0,0,1,0
43109,300,4,0,4,0,0,1,0,0,1,0,0,0
43110,80,3,10,16,0,1,0,0,0,0,0,1,0
43111,90,4,179,0,0,0,1,0,0,0,0,1,0
43112,100,3,72,13,0,0,1,0,0,0,0,1,0
43113,250,2,19,7,0,0,1,0,0,0,0,1,0
43114,125,1,169,14,0,0,0,1,0,1,0,0,0
43115,60,2,90,18,0,0,0,1,0,0,0,1,0
43116,189,30,143,0,0,0,1,0,0,1,0,0,0
43117,680,3,276,8,0,0,1,0,0,1,0,0,0
43118,125,2,0,4,0,1,0,0,0,0,0,1,0
43119,169,4,35,15,0,0,1,0,0,1,0,0,0
43120,100,1,5,8,1,0,0,0,0,0,0,1,0
43121,95,3,0,4,0,0,0,1,0,1,0,0,0
43122,250,1,342,29,0,0,1,0,0,1,0,0,0
43123,178,14,34,5,0,1,0,0,0,1,0,0,0
43124,115,1,352,27,0,0,1,0,0,0,0,1,0
43125,175,4,97,10,0,1,0,0,0,1,0,0,0
43126,250,1,137,36,0,1,0,0,0,1,0,0,0
43127,220,2,54,5,0,0,1,0,0,1,0,0,0
43128,175,3,246,11,0,0,1,0,0,1,0,0,0
43129,217,30,357,0,0,0,1,0,0,1,0,0,0
43130,155,2,286,16,0,0,0,1,0,1,0,0,0
43131,225,2,305,18,0,0,1,0,0,1,0,0,0
43132,80,1,365,4,0,0,0,1,0,0,0,1,0
43133,225,3,0,5,0,0,1,0,0,1,0,0,0
43134,55,4,0,1,0,1,0,0,0,0,0,1,0
43135,80,5,0,12,0,1,0,0,0,0,0,1,0
43136,55,3,76,6,0,1,0,0,0,0,0,1,0
43137,250,7,68,9,0,0,1,0,0,1,0,0,0
43138,60,1,64,0,0,1,0,0,0,0,0,1,0
43139,120,30,0,0,0,0,1,0,0,1,0,0,0
43140,298,3,160,14,0,0,1,0,0,1,0,0,0
43141,250,7,67,0,0,1,0,0,0,1,0,0,0
43142,180,1,10,3,0,0,1,0,0,1,0,0,0
43143,105,7,10,1,0,1,0,0,0,1,0,0,0
43144,80,1,150,4,0,0,0,1,0,1,0,0,0
43145,230,7,35,2,0,1,0,0,0,1,0,0,0
43146,97,1,161,10,0,0,1,0,0,0,0,1,0
43147,75,30,361,0,0,1,0,0,0,1,0,0,0
43148,95,2,114,23,0,1,0,0,0,0,0,1,0
43149,25,5,115,0,0,1,0,0,0,0,0,1,0
43150,250,7,68,2,0,0,1,0,0,1,0,0,0
43151,59,1,180,1,0,1,0,0,0,0,0,1,0
43152,250,1,342,25,0,0,1,0,0,1,0,0,0
43153,76,3,31,14,0,0,1,0,0,1,0,0,0
43154,128,6,0,2,0,1,0,0,0,1,0,0,0
43155,43,1,133,21,0,0,1,0,0,0,0,1,0
43156,190,2,351,21,0,1,0,0,0,1,0,0,0
43157,100,2,362,6,0,0,0,1,0,1,0,0,0
43158,115,2,66,24,0,1,0,0,0,1,0,0,0
43159,120,1,0,2,0,1,0,0,0,1,0,0,0
43160,65,2,149,1,0,1,0,0,0,0,0,1,0
43161,180,3,40,3,0,1,0,0,0,1,0,0,0
43162,288,1,140,4,0,0,1,0,0,1,0,0,0
43163,140,2,3,14,0,1,0,0,0,1,0,0,0
43164,113,5,13,16,0,1,0,0,0,1,0,0,0
43165,57,1,169,40,1,0,0,0,0,1,0,0,0
43166,789,1,201,4,0,0,1,0,0,1,0,0,0
43167,243,2,9,5,0,0,1,0,0,1,0,0,0
43168,175,3,344,7,0,1,0,0,0,1,0,0,0
43169,140,10,0,0,0,1,0,0,0,1,0,0,0
43170,100,4,45,3,0,1,0,0,0,1,0,0,0
43171,300,30,365,0,0,0,1,0,0,1,0,0,0
43172,56,14,132,0,0,0,1,0,0,1,0,0,0
43173,65,3,352,13,0,0,0,1,0,0,0,1,0
43174,179,4,0,6,0,0,1,0,0,1,0,0,0
43175,58,2,16,1,0,0,1,0,0,0,0,1,0
43176,35,2,0,1,0,0,1,0,0,0,0,1,0
43177,325,3,299,16,0,0,0,1,0,1,0,0,0
43178,300,30,365,0,0,0,1,0,0,1,0,0,0
43179,55,3,84,0,0,0,0,1,0,0,0,1,0
43180,283,30,330,2,0,0,1,0,0,1,0,0,0
43181,330,30,365,3,0,0,1,0,0,1,0,0,0
43182,160,3,101,6,1,0,0,0,0,1,0,0,0
43183,283,30,298,0,0,0,1,0,0,1,0,0,0
43184,150,3,19,1,0,1,0,0,0,0,0,1,0
43185,40,1,79,1,0,0,0,1,0,0,0,1,0
43186,450,60,365,0,0,0,1,0,0,1,0,0,0
43187,80,2,86,8,0,0,0,1,0,0,0,1,0
43188,450,30,365,0,0,0,1,0,0,1,0,0,0
43189,350,3,73,20,0,0,1,0,0,1,0,0,0
43190,239,4,163,11,0,0,1,0,0,1,0,0,0
43191,100,1,63,5,0,0,0,1,0,0,0,1,0
43192,265,2,221,26,0,0,0,1,0,1,0,0,0
43193,72,1,365,9,0,0,0,1,0,0,0,1,0
43194,110,4,337,3,0,0,0,1,0,1,0,0,0
43195,65,1,364,2,1,0,0,0,0,0,0,1,0
43196,189,5,131,10,0,0,1,0,0,1,0,0,0
43197,199,2,357,18,0,0,1,0,0,1,0,0,0
43198,100,3,163,8,0,0,1,0,0,0,0,1,0
43199,350,4,14,1,0,0,1,0,0,1,0,0,0
43200,110,4,159,13,0,0,0,1,0,1,0,0,0
43201,150,4,337,4,0,0,0,1,0,1,0,0,0
43202,230,2,204,0,0,1,0,0,0,1,0,0,0
43203,40,10,33,0,0,1,0,0,0,0,0,1,0
43204,375,2,22,7,0,0,1,0,0,1,0,0,0
43205,80,1,12,5,0,0,0,1,0,0,0,1,0
43206,140,1,151,11,0,0,1,0,0,1,0,0,0
43207,45,1,344,9,1,0,0,0,0,0,0,1,0
43208,46,2,57,25,0,1,0,0,0,0,0,1,0
43209,75,30,0,0,0,1,0,0,0,1,0,0,0
43210,300,2,0,0,0,0,1,0,0,1,0,0,0
43211,249,3,153,17,0,1,0,0,0,1,0,0,0
43212,1000,1,179,0,1,0,0,0,0,0,0,0,1
43213,29,1,361,4,0,0,0,1,0,0,0,0,1
43214,125,3,27,25,0,0,1,0,0,0,0,1,0
43215,47,30,280,0,0,0,0,1,0,0,0,1,0
43216,80,1,104,4,0,1,0,0,0,0,0,1,0
43217,96,4,0,4,0,1,0,0,0,1,0,0,0
43218,70,1,187,2,0,0,0,1,0,0,0,1,0
43219,65,2,49,15,0,1,0,0,0,0,0,1,0
43220,63,2,26,4,0,1,0,0,0,0,0,1,0
